═══════════════════════════════════════════════════
PRIX HT STANDARDS — BOUTIQUE HET
═══════════════════════════════════════════════════

Ce document contient les prix HT (€) par taux de TVA pour TOUS les produits standards.

⚠️ UTILISATION : copier directement le HT correspondant au taux TVA du client.
   NE JAMAIS recalculer un HT depuis le TTC catalogue (risque de double TVA).
   IMPORTANT : pour identifier le bon produit, croiser COULEUR + TAILLE + FINITION.
   Si la combinaison demandée n'apparaît PAS dans cette table → produit sur-mesure obligatoire.

Taux de TVA par pays client :
  0%=LIC/export | 17%=LU | 18%=MT | 19%=DE,RO,CY | 20%=FR,AT,BG | 21%=ES,NL,BE,CZ,LT,LV
  22%=IT,SI,EE | 23%=PT,PL,IE,SK | 24%=GR | 25%=SE,DK,HR | 25,5%=FI | 27%=HU


═══ ACCESSOIRES DIVERS ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
Bleu                                | 4x5        | 3760388677467  |  195.99 | 195.99 | 167.51 | 166.09 | 164.70 | 163.33 | 161.98 | 160.65 | 159.34 | 158.06 | 156.79 | 156.17 | 154.32
Bleu                                | 4x6        | 3760388677450  |  236.99 | 236.99 | 202.56 | 200.84 | 199.15 | 197.49 | 195.86 | 194.25 | 192.67 | 191.12 | 189.59 | 188.84 | 186.61
Bleu                                | 4x7        | 3760388677443  |  276.99 | 276.99 | 236.74 | 234.74 | 232.76 | 230.83 | 228.92 | 227.04 | 225.20 | 223.38 | 221.59 | 220.71 | 218.10
Bleu                                | 4x8        | 3760388677436  |  316.99 | 316.99 | 270.93 | 268.64 | 266.38 | 264.16 | 261.98 | 259.83 | 257.72 | 255.64 | 253.59 | 252.58 | 249.60
Bleu                                | 4x9        | 3760388677429  |  354.99 | 354.99 | 303.41 | 300.84 | 298.31 | 295.83 | 293.38 | 290.98 | 288.61 | 286.28 | 283.99 | 282.86 | 279.52
Bleu                                | 4x10       | 3760388677573  |  391.99 | 391.99 | 335.03 | 332.19 | 329.40 | 326.66 | 323.96 | 321.30 | 318.69 | 316.12 | 313.59 | 312.34 | 308.65
Bleu                                | 5x5        | 3760388677405  |  246.99 | 246.99 | 211.10 | 209.31 | 207.55 | 205.83 | 204.12 | 202.45 | 200.80 | 199.19 | 197.59 | 196.80 | 194.48
Bleu                                | 5x6        | 3760388677382  |  293.99 | 293.99 | 251.27 | 249.14 | 247.05 | 244.99 | 242.97 | 240.98 | 239.02 | 237.09 | 235.19 | 234.25 | 231.49
Bleu                                | 5x7        | 3760388677375  |  344.99 | 344.99 | 294.86 | 292.36 | 289.91 | 287.49 | 285.12 | 282.78 | 280.48 | 278.22 | 275.99 | 274.89 | 271.65
Bleu                                | 5x8        | 3760388677368  |  391.99 | 391.99 | 335.03 | 332.19 | 329.40 | 326.66 | 323.96 | 321.30 | 318.69 | 316.12 | 313.59 | 312.34 | 308.65
Bleu                                | 5x9        | 3760388677351  |  442.99 | 442.99 | 378.62 | 375.42 | 372.26 | 369.16 | 366.11 | 363.11 | 360.15 | 357.25 | 354.39 | 352.98 | 348.81
Bleu                                | 5x10       | 3760388677412  |  489.99 | 489.99 | 418.79 | 415.25 | 411.76 | 408.33 | 404.95 | 401.63 | 398.37 | 395.15 | 391.99 | 390.43 | 385.82
Bleu                                | 6x6        | 3760388677344  |  354.99 | 354.99 | 303.41 | 300.84 | 298.31 | 295.83 | 293.38 | 290.98 | 288.61 | 286.28 | 283.99 | 282.86 | 279.52
Bleu                                | 6x7        | 3760388678709  |  412.99 | 412.99 | 352.98 | 349.99 | 347.05 | 344.16 | 341.31 | 338.52 | 335.76 | 333.06 | 330.39 | 329.08 | 325.19
Bleu                                | 6x8        | 3760388678693  |  469.99 | 469.99 | 401.70 | 398.30 | 394.95 | 391.66 | 388.42 | 385.24 | 382.11 | 379.02 | 375.99 | 374.49 | 370.07
Bleu                                | 6x9        | 3760388678686  |  529.99 | 529.99 | 452.98 | 449.14 | 445.37 | 441.66 | 438.01 | 434.42 | 430.89 | 427.41 | 423.99 | 422.30 | 417.31
Bleu                                | 6x10       | 3760388678679  |  585.99 | 585.99 | 500.85 | 496.60 | 492.43 | 488.33 | 484.29 | 480.32 | 476.41 | 472.57 | 468.79 | 466.92 | 461.41
Bleu                                | 7x7        | 3760388678662  |  478.99 | 478.99 | 409.39 | 405.92 | 402.51 | 399.16 | 395.86 | 392.61 | 389.42 | 386.28 | 383.19 | 381.67 | 377.16
Bleu                                | 7x8        | 3760388678655  |  549.99 | 549.99 | 470.08 | 466.09 | 462.18 | 458.33 | 454.54 | 450.81 | 447.15 | 443.54 | 439.99 | 438.24 | 433.06
Bleu                                | 7x9        | 3760388678648  |  619.99 | 619.99 | 529.91 | 525.42 | 521.00 | 516.66 | 512.39 | 508.19 | 504.06 | 499.99 | 495.99 | 494.02 | 488.18
Bleu                                | 7x10       | 3760388678631  |  683.99 | 683.99 | 584.61 | 579.65 | 574.78 | 569.99 | 565.28 | 560.65 | 556.09 | 551.60 | 547.19 | 545.01 | 538.57
Bleu                                | 8x8        | 3760388678624  |  624.99 | 624.99 | 534.18 | 529.65 | 525.20 | 520.83 | 516.52 | 512.29 | 508.12 | 504.02 | 499.99 | 498.00 | 492.12
Bleu                                | 8x9        | 3760388678617  |  703.99 | 703.99 | 601.70 | 596.60 | 591.59 | 586.66 | 581.81 | 577.04 | 572.35 | 567.73 | 563.19 | 560.95 | 554.32
Bleu                                | 8x10       | 3760388678600  |  781.99 | 781.99 | 668.37 | 662.70 | 657.13 | 651.66 | 646.27 | 640.98 | 635.76 | 630.64 | 625.59 | 623.10 | 615.74
Bleu                                | 9x9        | 3760388678594  |  789.99 | 789.99 | 675.21 | 669.48 | 663.86 | 658.33 | 652.88 | 647.53 | 642.27 | 637.09 | 631.99 | 629.47 | 622.04
Bleu                                | 9x10       | 3760388678587  |  878.99 | 878.99 | 751.27 | 744.91 | 738.65 | 732.49 | 726.44 | 720.48 | 714.63 | 708.86 | 703.19 | 700.39 | 692.12
Bleu                                | 10x10      | 3760388677689  |  969.99 | 969.99 | 829.05 | 822.03 | 815.12 | 808.33 | 801.64 | 795.07 | 788.61 | 782.25 | 775.99 | 772.90 | 763.77

═══ CAMOUFLAGENET — WOODLAND (rechthoekig) ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
Militaire                           | 2x2        | 3760388670840  |   49.99 |  49.99 |  42.73 |  42.36 |  42.01 |  41.66 |  41.31 |  40.98 |  40.64 |  40.31 |  39.99 |  39.83 |  39.36
Militaire                           | 2x3        | 3760388670802  |   59.99 |  59.99 |  51.27 |  50.84 |  50.41 |  49.99 |  49.58 |  49.17 |  48.77 |  48.38 |  47.99 |  47.80 |  47.24
Militaire                           | 2x4        | 3760388670789  |   79.99 |  79.99 |  68.37 |  67.79 |  67.22 |  66.66 |  66.11 |  65.57 |  65.03 |  64.51 |  63.99 |  63.74 |  62.98
Militaire                           | 2x5        | 3760388670765  |   98.99 |  98.99 |  84.61 |  83.89 |  83.18 |  82.49 |  81.81 |  81.14 |  80.48 |  79.83 |  79.19 |  78.88 |  77.94
Militaire                           | 2x6        | 3760388670741  |  117.99 | 117.99 | 100.85 |  99.99 |  99.15 |  98.33 |  97.51 |  96.71 |  95.93 |  95.15 |  94.39 |  94.02 |  92.91
Militaire                           | 2x7        | 3760388670727  |  137.99 | 137.99 | 117.94 | 116.94 | 115.96 | 114.99 | 114.04 | 113.11 | 112.19 | 111.28 | 110.39 | 109.95 | 108.65
Militaire                           | 2x8        | 3760388670703  |  156.99 | 156.99 | 134.18 | 133.04 | 131.92 | 130.83 | 129.74 | 128.68 | 127.63 | 126.60 | 125.59 | 125.09 | 123.61
Militaire                           | 2x9        | 3760388679072  |  176.99 | 176.99 | 151.27 | 149.99 | 148.73 | 147.49 | 146.27 | 145.07 | 143.89 | 142.73 | 141.59 | 141.03 | 139.36
Militaire                           | 2x10       | 3760388670864  |  196.99 | 196.99 | 168.37 | 166.94 | 165.54 | 164.16 | 162.80 | 161.47 | 160.15 | 158.86 | 157.59 | 156.96 | 155.11
Militaire                           | 3x3        | 3760388670659  |   88.99 |  88.99 |  76.06 |  75.42 |  74.78 |  74.16 |  73.55 |  72.94 |  72.35 |  71.77 |  71.19 |  70.91 |  70.07
Militaire                           | 3x4        | 3760388670611  |  118.99 | 118.99 | 101.70 | 100.84 |  99.99 |  99.16 |  98.34 |  97.53 |  96.74 |  95.96 |  95.19 |  94.81 |  93.69
Militaire                           | 3x5        | 3760388670574  |  146.99 | 146.99 | 125.63 | 124.57 | 123.52 | 122.49 | 121.48 | 120.48 | 119.50 | 118.54 | 117.59 | 117.12 | 115.74
Militaire                           | 3x6        | 3760388670550  |  176.99 | 176.99 | 151.27 | 149.99 | 148.73 | 147.49 | 146.27 | 145.07 | 143.89 | 142.73 | 141.59 | 141.03 | 139.36
Militaire                           | 3x7        | 3760388670536  |  205.99 | 205.99 | 176.06 | 174.57 | 173.10 | 171.66 | 170.24 | 168.84 | 167.47 | 166.12 | 164.79 | 164.14 | 162.20
Militaire                           | 3x8        | 3760388670512  |  235.99 | 235.99 | 201.70 | 199.99 | 198.31 | 196.66 | 195.03 | 193.43 | 191.86 | 190.31 | 188.79 | 188.04 | 185.82
Militaire                           | 3x9        | 3760388670499  |  264.99 | 264.99 | 226.49 | 224.57 | 222.68 | 220.83 | 219.00 | 217.20 | 215.44 | 213.70 | 211.99 | 211.15 | 208.65
Militaire                           | 3x10       | 3760388670680  |  294.99 | 294.99 | 252.13 | 249.99 | 247.89 | 245.83 | 243.79 | 241.80 | 239.83 | 237.90 | 235.99 | 235.05 | 232.28
Militaire                           | 4x4        | 3760388670468  |  156.99 | 156.99 | 134.18 | 133.04 | 131.92 | 130.83 | 129.74 | 128.68 | 127.63 | 126.60 | 125.59 | 125.09 | 123.61
Militaire                           | 4x5        | 3760388670444  |  195.99 | 195.99 | 167.51 | 166.09 | 164.70 | 163.33 | 161.98 | 160.65 | 159.34 | 158.06 | 156.79 | 156.17 | 154.32
Militaire                           | 4x6        | 3760388670420  |  236.99 | 236.99 | 202.56 | 200.84 | 199.15 | 197.49 | 195.86 | 194.25 | 192.67 | 191.12 | 189.59 | 188.84 | 186.61
Militaire                           | 4x7        | 3760388670406  |  276.99 | 276.99 | 236.74 | 234.74 | 232.76 | 230.83 | 228.92 | 227.04 | 225.20 | 223.38 | 221.59 | 220.71 | 218.10
Militaire                           | 4x8        | 3760388670383  |  316.99 | 316.99 | 270.93 | 268.64 | 266.38 | 264.16 | 261.98 | 259.83 | 257.72 | 255.64 | 253.59 | 252.58 | 249.60
Militaire                           | 4x9        | 3760388670369  |  354.99 | 354.99 | 303.41 | 300.84 | 298.31 | 295.83 | 293.38 | 290.98 | 288.61 | 286.28 | 283.99 | 282.86 | 279.52
Militaire                           | 4x10       | 3760388670475  |  391.99 | 391.99 | 335.03 | 332.19 | 329.40 | 326.66 | 323.96 | 321.30 | 318.69 | 316.12 | 313.59 | 312.34 | 308.65
Militaire                           | 5x5        | 3760388670321  |  246.99 | 246.99 | 211.10 | 209.31 | 207.55 | 205.83 | 204.12 | 202.45 | 200.80 | 199.19 | 197.59 | 196.80 | 194.48
Militaire                           | 5x6        | 3760388670284  |  293.99 | 293.99 | 251.27 | 249.14 | 247.05 | 244.99 | 242.97 | 240.98 | 239.02 | 237.09 | 235.19 | 234.25 | 231.49
Militaire                           | 5x7        | 3760388670260  |  344.99 | 344.99 | 294.86 | 292.36 | 289.91 | 287.49 | 285.12 | 282.78 | 280.48 | 278.22 | 275.99 | 274.89 | 271.65
Militaire                           | 5x8        | 3760388670246  |  391.99 | 391.99 | 335.03 | 332.19 | 329.40 | 326.66 | 323.96 | 321.30 | 318.69 | 316.12 | 313.59 | 312.34 | 308.65
Militaire                           | 5x9        | 3760388670222  |  442.99 | 442.99 | 378.62 | 375.42 | 372.26 | 369.16 | 366.11 | 363.11 | 360.15 | 357.25 | 354.39 | 352.98 | 348.81
Militaire                           | 5x10       | 3760388670345  |  489.99 | 489.99 | 418.79 | 415.25 | 411.76 | 408.33 | 404.95 | 401.63 | 398.37 | 395.15 | 391.99 | 390.43 | 385.82
Militaire                           | 6x6        | 3760388670208  |  354.99 | 354.99 | 303.41 | 300.84 | 298.31 | 295.83 | 293.38 | 290.98 | 288.61 | 286.28 | 283.99 | 282.86 | 279.52
Militaire                           | 6x7        | 3760388678006  |  412.99 | 412.99 | 352.98 | 349.99 | 347.05 | 344.16 | 341.31 | 338.52 | 335.76 | 333.06 | 330.39 | 329.08 | 325.19
Militaire                           | 6x8        | 3760388677993  |  469.99 | 469.99 | 401.70 | 398.30 | 394.95 | 391.66 | 388.42 | 385.24 | 382.11 | 379.02 | 375.99 | 374.49 | 370.07
Militaire                           | 6x9        | 3760388679065  |  529.99 | 529.99 | 452.98 | 449.14 | 445.37 | 441.66 | 438.01 | 434.42 | 430.89 | 427.41 | 423.99 | 422.30 | 417.31
Militaire                           | 6x10       | 3760388677986  |  585.99 | 585.99 | 500.85 | 496.60 | 492.43 | 488.33 | 484.29 | 480.32 | 476.41 | 472.57 | 468.79 | 466.92 | 461.41
Militaire                           | 7x7        | 3760388677979  |  478.99 | 478.99 | 409.39 | 405.92 | 402.51 | 399.16 | 395.86 | 392.61 | 389.42 | 386.28 | 383.19 | 381.67 | 377.16
Militaire                           | 7x8        | 3760388679058  |  549.99 | 549.99 | 470.08 | 466.09 | 462.18 | 458.33 | 454.54 | 450.81 | 447.15 | 443.54 | 439.99 | 438.24 | 433.06
Militaire                           | 7x9        | 3760388679041  |  619.99 | 619.99 | 529.91 | 525.42 | 521.00 | 516.66 | 512.39 | 508.19 | 504.06 | 499.99 | 495.99 | 494.02 | 488.18
Militaire                           | 7x10       | 3760388679034  |  683.99 | 683.99 | 584.61 | 579.65 | 574.78 | 569.99 | 565.28 | 560.65 | 556.09 | 551.60 | 547.19 | 545.01 | 538.57
Militaire                           | 8x8        | 3760388679027  |  624.99 | 624.99 | 534.18 | 529.65 | 525.20 | 520.83 | 516.52 | 512.29 | 508.12 | 504.02 | 499.99 | 498.00 | 492.12
Militaire                           | 8x9        | 3760388679010  |  703.99 | 703.99 | 601.70 | 596.60 | 591.59 | 586.66 | 581.81 | 577.04 | 572.35 | 567.73 | 563.19 | 560.95 | 554.32
Militaire                           | 8x10       | 3760388679003  |  781.99 | 781.99 | 668.37 | 662.70 | 657.13 | 651.66 | 646.27 | 640.98 | 635.76 | 630.64 | 625.59 | 623.10 | 615.74
Militaire                           | 9x9        | 3760388678990  |  789.99 | 789.99 | 675.21 | 669.48 | 663.86 | 658.33 | 652.88 | 647.53 | 642.27 | 637.09 | 631.99 | 629.47 | 622.04
Militaire                           | 9x10       | 3760388678983  |  878.99 | 878.99 | 751.27 | 744.91 | 738.65 | 732.49 | 726.44 | 720.48 | 714.63 | 708.86 | 703.19 | 700.39 | 692.12
Militaire                           | 10x10      | 3760388670888  |  969.99 | 969.99 | 829.05 | 822.03 | 815.12 | 808.33 | 801.64 | 795.07 | 788.61 | 782.25 | 775.99 | 772.90 | 763.77

═══ DRIEHOEKIG CAMOUFLAGENET — BEIGE ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
Sable                               | 2x2x2      | 3770030527255  |   29.90 |  29.90 |  25.56 |  25.34 |  25.13 |  24.92 |  24.71 |  24.51 |  24.31 |  24.11 |  23.92 |  23.82 |  23.54
Sable                               | 3x3x3      | 3770030527262  |   59.90 |  59.90 |  51.20 |  50.76 |  50.34 |  49.92 |  49.50 |  49.10 |  48.70 |  48.31 |  47.92 |  47.73 |  47.17
Sable                               | 3x4x5      | 3770030527279  |   85.90 |  85.90 |  73.42 |  72.80 |  72.18 |  71.58 |  70.99 |  70.41 |  69.84 |  69.27 |  68.72 |  68.45 |  67.64
Sable                               | 4x4x4      | 3760388679287  |   99.90 |  99.90 |  85.38 |  84.66 |  83.95 |  83.25 |  82.56 |  81.89 |  81.22 |  80.56 |  79.92 |  79.60 |  78.66
Sable                               | 5x5x5      | 3770030527286  |  149.90 | 149.90 | 128.12 | 127.03 | 125.97 | 124.92 | 123.88 | 122.87 | 121.87 | 120.89 | 119.92 | 119.44 | 118.03

═══ DRIEHOEKIG CAMOUFLAGENET — GRIJS ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
Gris                                | 2x2x2      | 3760388677306  |   29.90 |  29.90 |  25.56 |  25.34 |  25.13 |  24.92 |  24.71 |  24.51 |  24.31 |  24.11 |  23.92 |  23.82 |  23.54
Gris                                | 3x3x3      | 3760388677207  |   59.91 |  59.91 |  51.21 |  50.77 |  50.34 |  49.92 |  49.51 |  49.11 |  48.71 |  48.31 |  47.93 |  47.74 |  47.17
Gris                                | 3x4x5      | 3760388677184  |   85.90 |  85.90 |  73.42 |  72.80 |  72.18 |  71.58 |  70.99 |  70.41 |  69.84 |  69.27 |  68.72 |  68.45 |  67.64
Gris                                | 4x4x4      | 3760388679225  |   99.90 |  99.90 |  85.38 |  84.66 |  83.95 |  83.25 |  82.56 |  81.89 |  81.22 |  80.56 |  79.92 |  79.60 |  78.66
Gris                                | 5x5x5      | 3760388677047  |  149.90 | 149.90 | 128.12 | 127.03 | 125.97 | 124.92 | 123.88 | 122.87 | 121.87 | 120.89 | 119.92 | 119.44 | 118.03

═══ DRIEHOEKIG CAMOUFLAGENET — WIT ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
Blanc                               | 2x2x2      | 3770030527521  |   29.90 |  29.90 |  25.56 |  25.34 |  25.13 |  24.92 |  24.71 |  24.51 |  24.31 |  24.11 |  23.92 |  23.82 |  23.54
Blanc                               | 3x3x3      | 3770030527538  |   59.90 |  59.90 |  51.20 |  50.76 |  50.34 |  49.92 |  49.50 |  49.10 |  48.70 |  48.31 |  47.92 |  47.73 |  47.17
Blanc                               | 3x4x5      | 3770030527545  |   85.90 |  85.90 |  73.42 |  72.80 |  72.18 |  71.58 |  70.99 |  70.41 |  69.84 |  69.27 |  68.72 |  68.45 |  67.64
Blanc                               | 4x4x4      | 3760388679270  |   99.90 |  99.90 |  85.38 |  84.66 |  83.95 |  83.25 |  82.56 |  81.89 |  81.22 |  80.56 |  79.92 |  79.60 |  78.66
Blanc                               | 5x5x5      | 3770030527552  |  149.90 | 149.90 | 128.12 | 127.03 | 125.97 | 124.92 | 123.88 | 122.87 | 121.87 | 120.89 | 119.92 | 119.44 | 118.03

═══ DRIEHOEKIG CAMOUFLAGENET — MILITAIR ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
Militaire                           | 2x2x2      | 3760388670826  |   29.90 |  29.90 |  25.56 |  25.34 |  25.13 |  24.92 |  24.71 |  24.51 |  24.31 |  24.11 |  23.92 |  23.82 |  23.54
Militaire                           | 3x3x3      | 3760388670635  |   59.90 |  59.90 |  51.20 |  50.76 |  50.34 |  49.92 |  49.50 |  49.10 |  48.70 |  48.31 |  47.92 |  47.73 |  47.17
Militaire                           | 3x4x5      | 3760388670598  |   85.90 |  85.90 |  73.42 |  72.80 |  72.18 |  71.58 |  70.99 |  70.41 |  69.84 |  69.27 |  68.72 |  68.45 |  67.64
Militaire                           | 4x4x4      | 3760388679256  |   99.90 |  99.90 |  85.38 |  84.66 |  83.95 |  83.25 |  82.56 |  81.89 |  81.22 |  80.56 |  79.92 |  79.60 |  78.66
Militaire                           | 5x5x5      | 3760388670307  |  149.90 | 149.90 | 128.12 | 127.03 | 125.97 | 124.92 | 123.88 | 122.87 | 121.87 | 120.89 | 119.92 | 119.44 | 118.03

═══ DRIEHOEKIG CAMOUFLAGENET — ZWART ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
Noir                                | 2x2x2      | 3760388670819  |   29.90 |  29.90 |  25.56 |  25.34 |  25.13 |  24.92 |  24.71 |  24.51 |  24.31 |  24.11 |  23.92 |  23.82 |  23.54
Noir                                | 3x3x3      | 3760388670628  |   59.90 |  59.90 |  51.20 |  50.76 |  50.34 |  49.92 |  49.50 |  49.10 |  48.70 |  48.31 |  47.92 |  47.73 |  47.17
Noir                                | 3x4x5      | 3760388670581  |   85.90 |  85.90 |  73.42 |  72.80 |  72.18 |  71.58 |  70.99 |  70.41 |  69.84 |  69.27 |  68.72 |  68.45 |  67.64
Noir                                | 4x4x4      | 3760388679249  |   99.90 |  99.90 |  85.38 |  84.66 |  83.95 |  83.25 |  82.56 |  81.89 |  81.22 |  80.56 |  79.92 |  79.60 |  78.66
Noir                                | 5x5x5      | 3760388670291  |  149.90 | 149.90 | 128.12 | 127.03 | 125.97 | 124.92 | 123.88 | 122.87 | 121.87 | 120.89 | 119.92 | 119.44 | 118.03

═══ DRIEHOEKIG CAMOUFLAGENET — BLAUW ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
Bleu                                | 2x2x2      | 3760388677658  |   29.90 |  29.90 |  25.56 |  25.34 |  25.13 |  24.92 |  24.71 |  24.51 |  24.31 |  24.11 |  23.92 |  23.82 |  23.54
Bleu                                | 3x3x3      | 3760388677559  |   59.90 |  59.90 |  51.20 |  50.76 |  50.34 |  49.92 |  49.50 |  49.10 |  48.70 |  48.31 |  47.92 |  47.73 |  47.17
Bleu                                | 3x4x5      | 3760388677535  |   85.90 |  85.90 |  73.42 |  72.80 |  72.18 |  71.58 |  70.99 |  70.41 |  69.84 |  69.27 |  68.72 |  68.45 |  67.64
Bleu                                | 4x4x4      | 3760388679232  |   99.90 |  99.90 |  85.38 |  84.66 |  83.95 |  83.25 |  82.56 |  81.89 |  81.22 |  80.56 |  79.92 |  79.60 |  78.66
Bleu                                | 5x5x5      | 3760388677399  |  149.90 | 149.90 | 128.12 | 127.03 | 125.97 | 124.92 | 123.88 | 122.87 | 121.87 | 120.89 | 119.92 | 119.44 | 118.03

═══ DRIEHOEKIG CAMOUFLAGENET — GROEN ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
Vert                                | 2x2x2      | 3770030527699  |   29.90 |  29.90 |  25.56 |  25.34 |  25.13 |  24.92 |  24.71 |  24.51 |  24.31 |  24.11 |  23.92 |  23.82 |  23.54
Vert                                | 3x3x3      | 3770030527705  |   59.90 |  59.90 |  51.20 |  50.76 |  50.34 |  49.92 |  49.50 |  49.10 |  48.70 |  48.31 |  47.92 |  47.73 |  47.17
Vert                                | 3x4x5      | 3770030527712  |   85.90 |  85.90 |  73.42 |  72.80 |  72.18 |  71.58 |  70.99 |  70.41 |  69.84 |  69.27 |  68.72 |  68.45 |  67.64
Vert                                | 4x4x4      | 3760388679263  |   99.90 |  99.90 |  85.38 |  84.66 |  83.95 |  83.25 |  82.56 |  81.89 |  81.22 |  80.56 |  79.92 |  79.60 |  78.66
Vert                                | 5x5x5      | 3770030527729  |  149.90 | 149.90 | 128.12 | 127.03 | 125.97 | 124.92 | 123.88 | 122.87 | 121.87 | 120.89 | 119.92 | 119.44 | 118.03

═══ SCHADUWDOEK KOKOSVEZEL ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
Triangle                            | 2x2x2      | 3760388678419  |   89.90 |  89.90 |  76.84 |  76.19 |  75.55 |  74.92 |  74.30 |  73.69 |  73.09 |  72.50 |  71.92 |  71.63 |  70.79
Triangle                            | 3x3x3      | 3760388678402  |  129.90 | 129.90 | 111.03 | 110.08 | 109.16 | 108.25 | 107.36 | 106.48 | 105.61 | 104.76 | 103.92 | 103.51 | 102.28
Triangle                            | 3.5x3.5x3. | 3760388678396  |  169.90 | 169.90 | 145.21 | 143.98 | 142.77 | 141.58 | 140.41 | 139.26 | 138.13 | 137.02 | 135.92 | 135.38 | 133.78
Triangle                            | 3x4x5      | 3760388678389  |  189.90 | 189.90 | 162.31 | 160.93 | 159.58 | 158.25 | 156.94 | 155.66 | 154.39 | 153.15 | 151.92 | 151.31 | 149.53
Triangle                            | 4x4x4      | 3760388678372  |  219.90 | 219.90 | 187.95 | 186.36 | 184.79 | 183.25 | 181.74 | 180.25 | 178.78 | 177.34 | 175.92 | 175.22 | 173.15
Triangle                            | 5x5x5      | 3760388678365  |  339.90 | 339.90 | 290.51 | 288.05 | 285.63 | 283.25 | 280.91 | 278.61 | 276.34 | 274.11 | 271.92 | 270.84 | 267.64
Carré                               | 2x2        | 3760388678358  |  109.90 | 109.90 |  93.93 |  93.14 |  92.35 |  91.58 |  90.83 |  90.08 |  89.35 |  88.63 |  87.92 |  87.57 |  86.54
Carré                               | 3x3        | 3760388678341  |  229.90 | 229.90 | 196.50 | 194.83 | 193.19 | 191.58 | 190.00 | 188.44 | 186.91 | 185.40 | 183.92 | 183.19 | 181.02
Carré                               | 3.5x3.5    | 3760388678334  |  299.90 | 299.90 | 256.32 | 254.15 | 252.02 | 249.92 | 247.85 | 245.82 | 243.82 | 241.85 | 239.92 | 238.96 | 236.14
Carré                               | 4x4        | 3760388678327  |  399.90 | 399.90 | 341.79 | 338.90 | 336.05 | 333.25 | 330.50 | 327.79 | 325.12 | 322.50 | 319.92 | 318.65 | 314.88
Rectangle                           | 2x3        | 3760388678310  |  149.90 | 149.90 | 128.12 | 127.03 | 125.97 | 124.92 | 123.88 | 122.87 | 121.87 | 120.89 | 119.92 | 119.44 | 118.03
Rectangle                           | 2x4        | 3760388678303  |  199.90 | 199.90 | 170.85 | 169.41 | 167.98 | 166.58 | 165.21 | 163.85 | 162.52 | 161.21 | 159.92 | 159.28 | 157.40
Rectangle                           | 2x5        | 3760388678297  |  249.90 | 249.90 | 213.59 | 211.78 | 210.00 | 208.25 | 206.53 | 204.84 | 203.17 | 201.53 | 199.92 | 199.12 | 196.77
Rectangle                           | 2x6        | 3760388678280  |  299.90 | 299.90 | 256.32 | 254.15 | 252.02 | 249.92 | 247.85 | 245.82 | 243.82 | 241.85 | 239.92 | 238.96 | 236.14
Rectangle                           | 3x4        | 3760388678273  |  299.90 | 299.90 | 256.32 | 254.15 | 252.02 | 249.92 | 247.85 | 245.82 | 243.82 | 241.85 | 239.92 | 238.96 | 236.14
Rectangle                           | 3x5        | 3760388678266  |  369.90 | 369.90 | 316.15 | 313.47 | 310.84 | 308.25 | 305.70 | 303.20 | 300.73 | 298.31 | 295.92 | 294.74 | 291.26
Rectangle                           | 3x6        | 3760388678259  |  449.90 | 449.90 | 384.53 | 381.27 | 378.07 | 374.92 | 371.82 | 368.77 | 365.77 | 362.82 | 359.92 | 358.49 | 354.25
