sku,typologie,forme,matiere,couleur,taille,ttc_ref_lfc,status,notes,label_source,store_source
3760388679171,accessoire,cable,acier,n/a,15m,22.90,OK,,[ACCESSOIRES - CORDES ET FIXATIONS] 15m | 15m,LFC
3760388677863,filet,rectangle,polyester,sable,7x8,559.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - SABLE] Sable | 7x8,LFC
3760388677856,filet,rectangle,polyester,sable,7x9,629.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - SABLE] Sable | 7x9,LFC
3760388677818,filet,rectangle,polyester,sable,8x10,799.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - SABLE] Sable | 8x10,LFC
3760388677825,filet,rectangle,polyester,sable,8x9,719.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - SABLE] Sable | 8x9,LFC
3760388677795,filet,rectangle,polyester,sable,9x10,899.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - SABLE] Sable | 9x10,LFC
3760388678204,filet,rectangle,polyester,vert,2x10,199.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 2x10,LFC
3770030527576,filet,rectangle,polyester,vert,2x3,59.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 2x3,LFC
3770030527583,filet,rectangle,polyester,vert,2x4,79.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 2x4,LFC
3770030527590,filet,rectangle,polyester,vert,2x5,99.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 2x5,LFC
3770030527606,filet,rectangle,polyester,vert,2x6,119.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 2x6,LFC
3760388678211,filet,rectangle,polyester,vert,2x7,139.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 2x7,LFC
3770030527613,filet,rectangle,polyester,vert,2x8,159.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 2x8,LFC
3760388678976,filet,rectangle,polyester,vert,2x9,179.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 2x9,LFC
3760388678167,filet,rectangle,polyester,vert,3x10,299.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 3x10,LFC
3770030527637,filet,rectangle,polyester,vert,3x4,119.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 3x4,LFC
3770030527644,filet,rectangle,polyester,vert,3x5,149.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 3x5,LFC
3770030527651,filet,rectangle,polyester,vert,3x6,179.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 3x6,LFC
3760388678198,filet,rectangle,polyester,vert,3x7,209.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 3x7,LFC
3760388678181,filet,rectangle,polyester,vert,3x8,239.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 3x8,LFC
3760388678174,filet,rectangle,polyester,vert,3x9,269.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 3x9,LFC
3760388678129,filet,rectangle,polyester,vert,4x10,399.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 4x10,LFC
3770030527675,filet,rectangle,polyester,vert,4x5,199.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 4x5,LFC
3770030527682,filet,rectangle,polyester,vert,4x6,239.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 4x6,LFC
3760388678150,filet,rectangle,polyester,vert,4x7,279.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 4x7,LFC
3760388678143,filet,rectangle,polyester,vert,4x8,319.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 4x8,LFC
3760388678136,filet,rectangle,polyester,vert,4x9,359.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 4x9,LFC
3760388678068,filet,rectangle,polyester,vert,5x10,499.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 5x10,LFC
3760388678105,filet,rectangle,polyester,vert,5x6,299.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 5x6,LFC
3760388678099,filet,rectangle,polyester,vert,5x7,349.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 5x7,LFC
3760388678082,filet,rectangle,polyester,vert,5x8,399.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 5x8,LFC
3760388678075,filet,rectangle,polyester,vert,5x9,449.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 5x9,LFC
3760388678020,filet,rectangle,polyester,vert,6x10,599.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 6x10,LFC
3760388678044,filet,rectangle,polyester,vert,6x7,419.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 6x7,LFC
3760388678037,filet,rectangle,polyester,vert,6x8,479.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 6x8,LFC
3760388678969,filet,rectangle,polyester,vert,6x9,539.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 6x9,LFC
3760388678938,filet,rectangle,polyester,vert,7x10,699.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 7x10,LFC
3760388678952,filet,rectangle,polyester,vert,7x8,559.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 7x8,LFC
3760388678945,filet,rectangle,polyester,vert,7x9,629.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 7x9,LFC
3760388678907,filet,rectangle,polyester,vert,8x10,799.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 8x10,LFC
3760388678914,filet,rectangle,polyester,vert,8x9,719.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 8x9,LFC
3760388678884,filet,rectangle,polyester,vert,9x10,899.99,OK,,[FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - VERT] Vert | 9x10,LFC
3770030527521,filet,triangle,polyester,blanc,2x2x2,29.90,OK,,[FILETS TRIANGULAIRES - BLANC] Blanc | 2x2x2,LFC
3770030527538,filet,triangle,polyester,blanc,3x3x3,59.90,OK,,[FILETS TRIANGULAIRES - BLANC] Blanc | 3x3x3,LFC
3770030527545,filet,triangle,polyester,blanc,3x4x5,85.90,OK,,[FILETS TRIANGULAIRES - BLANC] Blanc | 3x4x5,LFC
3760388679270,filet,triangle,polyester,blanc,4x4x4,99.90,OK,,[FILETS TRIANGULAIRES - BLANC] Blanc | 4x4x4,LFC
3770030527552,filet,triangle,polyester,blanc,5x5x5,149.90,OK,,[FILETS TRIANGULAIRES - BLANC] Blanc | 5x5x5,LFC
3760388677658,filet,triangle,polyester,bleu,2x2x2,29.90,OK,,[FILETS TRIANGULAIRES - BLEU] Bleu | 2x2x2,LFC
3760388677559,filet,triangle,polyester,bleu,3x3x3,59.90,OK,,[FILETS TRIANGULAIRES - BLEU] Bleu | 3x3x3,LFC
3760388677535,filet,triangle,polyester,bleu,3x4x5,85.90,OK,,[FILETS TRIANGULAIRES - BLEU] Bleu | 3x4x5,LFC
3760388679232,filet,triangle,polyester,bleu,4x4x4,99.90,OK,,[FILETS TRIANGULAIRES - BLEU] Bleu | 4x4x4,LFC
3760388677399,filet,triangle,polyester,bleu,5x5x5,149.90,OK,,[FILETS TRIANGULAIRES - BLEU] Bleu | 5x5x5,LFC
3760388677306,filet,triangle,polyester,gris,2x2x2,29.90,OK,,[FILETS TRIANGULAIRES - GRIS] Gris | 2x2x2,LFC
3760388677207,filet,triangle,polyester,gris,3x3x3,59.90,OK,,[FILETS TRIANGULAIRES - GRIS] Gris | 3x3x3,LFC
3760388677184,filet,triangle,polyester,gris,3x4x5,85.90,OK,,[FILETS TRIANGULAIRES - GRIS] Gris | 3x4x5,LFC
3760388679225,filet,triangle,polyester,gris,4x4x4,99.90,OK,,[FILETS TRIANGULAIRES - GRIS] Gris | 4x4x4,LFC
3760388677047,filet,triangle,polyester,gris,5x5x5,149.90,OK,,[FILETS TRIANGULAIRES - GRIS] Gris | 5x5x5,LFC
3760388670826,filet,triangle,polyester,militaire,2x2x2,29.90,OK,,[FILETS TRIANGULAIRES - MILITAIRE] Militaire | 2x2x2,LFC
3760388670635,filet,triangle,polyester,militaire,3x3x3,59.90,OK,,[FILETS TRIANGULAIRES - MILITAIRE] Militaire | 3x3x3,LFC
3760388670598,filet,triangle,polyester,militaire,3x4x5,85.90,OK,,[FILETS TRIANGULAIRES - MILITAIRE] Militaire | 3x4x5,LFC
3760388679256,filet,triangle,polyester,militaire,4x4x4,99.90,OK,,[FILETS TRIANGULAIRES - MILITAIRE] Militaire | 4x4x4,LFC
3760388670307,filet,triangle,polyester,militaire,5x5x5,149.90,OK,,[FILETS TRIANGULAIRES - MILITAIRE] Militaire | 5x5x5,LFC
3760388670819,filet,triangle,polyester,noir,2x2x2,29.90,OK,,[FILETS TRIANGULAIRES - NOIR] Noir | 2x2x2,LFC
3760388670628,filet,triangle,polyester,noir,3x3x3,59.90,OK,,[FILETS TRIANGULAIRES - NOIR] Noir | 3x3x3,LFC
3760388670581,filet,triangle,polyester,noir,3x4x5,85.90,OK,,[FILETS TRIANGULAIRES - NOIR] Noir | 3x4x5,LFC
3760388679249,filet,triangle,polyester,noir,4x4x4,99.90,OK,,[FILETS TRIANGULAIRES - NOIR] Noir | 4x4x4,LFC
3760388670291,filet,triangle,polyester,noir,5x5x5,149.90,OK,,[FILETS TRIANGULAIRES - NOIR] Noir | 5x5x5,LFC
3770030527255,filet,triangle,polyester,sable,2x2x2,29.90,OK,,[FILETS TRIANGULAIRES - SABLE] Sable | 2x2x2,LFC
3770030527262,filet,triangle,polyester,sable,3x3x3,59.90,OK,,[FILETS TRIANGULAIRES - SABLE] Sable | 3x3x3,LFC
3770030527279,filet,triangle,polyester,sable,3x4x5,85.90,OK,,[FILETS TRIANGULAIRES - SABLE] Sable | 3x4x5,LFC
3760388679287,filet,triangle,polyester,sable,4x4x4,99.90,OK,,[FILETS TRIANGULAIRES - SABLE] Sable | 4x4x4,LFC
3770030527286,filet,triangle,polyester,sable,5x5x5,149.90,OK,,[FILETS TRIANGULAIRES - SABLE] Sable | 5x5x5,LFC
3770030527699,filet,triangle,polyester,vert,2x2x2,29.90,OK,,[FILETS TRIANGULAIRES - VERT] Vert | 2x2x2,LFC
3770030527705,filet,triangle,polyester,vert,3x3x3,59.90,OK,,[FILETS TRIANGULAIRES - VERT] Vert | 3x3x3,LFC
3770030527712,filet,triangle,polyester,vert,3x4x5,85.90,OK,,[FILETS TRIANGULAIRES - VERT] Vert | 3x4x5,LFC
3760388679263,filet,triangle,polyester,vert,4x4x4,99.90,OK,,[FILETS TRIANGULAIRES - VERT] Vert | 4x4x4,LFC
3770030527729,filet,triangle,polyester,vert,5x5x5,149.90,OK,,[FILETS TRIANGULAIRES - VERT] Vert | 5x5x5,LFC
3760388678358,voile coco,carré,coco,naturel,2x2,109.90,OK,,[FILETS FIBRE DE COCO] Carré | 2x2,LFC
3760388679218,voile coco,carré,coco,naturel,2x2,98.90,OK,,[RIDEAU FIBRE DE COCO] Rideau En Fibre De Coco | 2x2,LFC
3760388678334,voile coco,carré,coco,naturel,3.5x3.5,299.90,OK,,[FILETS FIBRE DE COCO] Carré | 3.5x3.5,LFC
3760388678341,voile coco,carré,coco,naturel,3x3,219.90,OK,,[FILETS FIBRE DE COCO] Carré | 3x3,LFC
3760388678327,voile coco,carré,coco,naturel,4x4,399.90,OK,,[FILETS FIBRE DE COCO] Carré | 4x4,LFC
3760388678310,voile coco,rectangle,coco,naturel,2x3,149.90,OK,,[FILETS FIBRE DE COCO] Rectangle | 2x3,LFC
3760388678303,voile coco,rectangle,coco,naturel,2x4,199.90,OK,,[FILETS FIBRE DE COCO] Rectangle | 2x4,LFC
3760388679201,voile coco,rectangle,coco,naturel,2x4,189.90,OK,,[RIDEAU FIBRE DE COCO] Rideau En Fibre De Coco | 2x4,LFC
3760388678297,voile coco,rectangle,coco,naturel,2x5,249.90,OK,,[FILETS FIBRE DE COCO] Rectangle | 2x5,LFC
3760388678280,voile coco,rectangle,coco,naturel,2x6,299.90,OK,,[FILETS FIBRE DE COCO] Rectangle | 2x6,LFC
3760388678273,voile coco,rectangle,coco,naturel,3x4,299.90,OK,,[FILETS FIBRE DE COCO] Rectangle | 3x4,LFC
3760388678266,voile coco,rectangle,coco,naturel,3x5,369.90,OK,,[FILETS FIBRE DE COCO] Rectangle | 3x5,LFC
3760388678259,voile coco,rectangle,coco,naturel,3x6,449.90,OK,,[FILETS FIBRE DE COCO] Rectangle | 3x6,LFC
3760388678242,voile coco,rectangle,coco,naturel,3x7,519.90,OK,,[FILETS FIBRE DE COCO] Rectangle | 3x7,LFC
3760388678235,voile coco,rectangle,coco,naturel,4x5,499.90,OK,,[FILETS FIBRE DE COCO] Rectangle | 4x5,LFC
3760388678228,voile coco,rectangle,coco,naturel,4x6,599.90,OK,,[FILETS FIBRE DE COCO] Rectangle | 4x6,LFC
3760388678419,voile coco,triangle,coco,naturel,2x2x2,79.90,OK,,[FILETS FIBRE DE COCO] Triangle | 2x2x2,LFC
3760388678396,voile coco,triangle,coco,naturel,3.5x3.5x3.,169.90,OK,,[FILETS FIBRE DE COCO] Triangle | 3.5x3.5x3.,LFC
3760388678402,voile coco,triangle,coco,naturel,3x3x3,129.90,OK,,[FILETS FIBRE DE COCO] Triangle | 3x3x3,LFC
3760388678389,voile coco,triangle,coco,naturel,3x4x5,189.90,OK,,[FILETS FIBRE DE COCO] Triangle | 3x4x5,LFC
3760388678372,voile coco,triangle,coco,naturel,4x4x4,219.90,OK,,[FILETS FIBRE DE COCO] Triangle | 4x4x4,LFC
3760388678365,voile coco,triangle,coco,naturel,5x5x5,339.90,OK,,[FILETS FIBRE DE COCO] Triangle | 5x5x5,LFC
